ISBN,Book-Title,Book-Author
0441328008,"Heretics of Dune (Dune Chronicles, Book 5)",Frank Herbert
0380726297,Sacred,Dennis Lehane
0671787454,The Girls He Adored,Jonathan Nasaw
0385658117,,
0553568914,"Elvis, Jesus &amp; Coca-Cola (Kinky Friedman Novels (Paperback))",Kinky Friedman
006050918X,City of the Beasts,Isabel Allende
0671204971,TIME AND AGAIN,Jack Finney
0670879045,My Year of Meats,Ruth L. Ozeki
0440224071,Los Alamos: A Novel,Joseph Kanon
0345375211,The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),J. R. R. Tolkien
0380759500,Firefly,Piers Anthony
0671746065,The Hitchhiker's Guide to the Galaxy,Douglas Adams
0316693715,Jack and Jill: A Novel,James Patterson
0786881887,"Myst, The: Book of Atrus",Rand Miller
0399147101,Potshot,Robert B. Parker
184195425X,Life of Pi,Yann Martel
0020442009,Horse and His Boy,C. S. Lewis
0452279070,Ragtime,E. L. Doctorow
0871138190,Four Blondes,Candace Bushnell
0486275639,Civil Disobedience and Other Essays (Dover Thrift Editions),Henry David Thoreau
1551666952,The Falls,Karen Harper
0821773682,Kentucky Heat,Fern Michaels
0553379658,My Ishmael,Daniel Quinn
0671739743,The Velvet Promise,Jude Deveraux
0380792737,Island of the Sequined L,Christopher Moore
0061044636,Mars and Venus on a Date : A Guide to Navigating the 5 Stages of Dating to Create a Loving and Lasting Relationship,John Gray
0446360732,A Treasure Worth Seeking,Sandra Brown
0449235998,Lucifers Hammer,Larry Niven
051513595X,The Arraignment,Steve Martini
0373250452,Lost &amp; Found (Red Dress Ink),Jane Sigaloff
0446610771,Warchild,Karin Lowachee
8878193526,,
0743204700,An Accidental Woman : A Novel,Barbara Delinsky
0449911012,The Genesis Code,John Case
0394800184,Are You My Mother?,Philip D. Eastman
059045370X,"Let's Get Invisible! (Goosebumps, No 6)",R. L. Stine
0671732277,DELUSIONS OF GRANDMA,Carrie Fisher
0684834731,The Locket : A Novel (Christmas Box Trilogy),Richard Paul Evans
0786889004,Dixie City Jam,James Lee Burke
0061099368,Palindrome,Stuart Woods
0380804700,Partner in Crime,J.A. Jance
0140434186,Wuthering Heights (Penguin Classics),Emily Bronte
0060514930,"Dead Ringer (Scottoline, Lisa)",Lisa Scottoline
0553574108,I Thee Wed,Amanda Quick
0525244581,The Tao of Pooh,Benjamin Hoff
0684859726,Fatal Voyage : A Novel,Kathy Reichs
0060172916,High Tide in Tucson: Essays from Now or Never,Barbara Kingsolver
0060005424,Lirael: Daughter of the Clayr,Garth Nix
0515090379,Separate Beds,Lavyrle Spencer
0440445450,How to Eat Fried Worms,THOMAS ROCKWELL
0671003356,Ransom,Julie Garwood
0809117541,Hope for the Flowers,Trina Paulus
068480297X,SHOCK WAVE (Dirk Pitt Adventures (Hardcover)),Clive Cussler
081257558X,"Winter's Heart (The Wheel of Time, Book 9)",Robert Jordan
0345387007,Tangle Box,TERRY BROOKS
0440170796,The Promise,Danielle Steel
0679767398,"South of the Border, West of the Sun",Haruki Murakami
0375701966,The Moviegoer,Walker Percy
0312983433,The Viking Funeral (A Shane Scully Novel),Stephen J. Cannell
0140620206,Tess of the Durbervilles,Hardy
0553213415,Madame Bovary (Bantam Classics),Gustave Flaubert
0440146577,Loving,Danielle Steel
0553262645,Nathaniel,John Saul
082177462X,Kentucky Sunrise,Fern Michaels
0553211285,The Adventures of Tom Sawyer (Adventures of Tom Sawyer),MARK TWAIN
0553585681,Always a Thief,Kay Hooper
0743204840,Jolie Blon's Bounce : A Novel,James Lee Burke
0849942845,The Note - A Novel -,Angela Elwell Hunt
0380709546,Ramona the Pest (Ramona Quimby (Paperback)),Beverly Cleary
051508901X,The Gamble,LaVyrle Spencer
0671001701,Legend,Jude Deveraux
0886774012,"Magic's Promise (The Last Herald-Mage Series, Book 2)",Mercedes Lackey
0425134350,Patriot Games,Tom Clancy
0553281798,Trevayne,Robert Ludlum
0451209710,The Dewey Decimal System of Love,Josephine Carr
006447187X,Girl Goddess #9 : Nine Stories,Francesca Lia Block
0312953615,The Sculptress (Sculptress),Minette Walters
0590425919,White Fang,Jack London
3462032283,ZwÃ?Â¶lf.,Nick McDonell
0062548662,Meditations for Women Who Do Too Much - 10th Anniversary,Anne Wilson Schaef
0064400859,Dragonwings : Golden Mountain Chronicles: 1903 (Golden Mountain Chronicles),Laurence Yep
0140013997,My Family and Other Animals.,Gerald Malcolm Durrell
0451205561,The Chocolate Cat Caper,Joanna Carl
0553280511,The Blue Castle,L.M. MONTGOMERY
0380789892,Midnight in Ruby Bayou,Elizabeth Lowell
0684859777,Eat Mangoes Naked : Finding Pleasure Everywhere (and dancing with the Pits),Sark
3257233051,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,Paolo Coelho
0743483014,Irish Girls About Town : An Anthology of Short Stories,Maeve Binchy
9770390107900,,
1853811262,Cats Eye,Margaret Atwood
0385315724,The Paperboy,Pete Dexter
0451196856,The Most Wanted,Jacquelyn Mitchard
0553295608,A Suitable Vengeance,ELIZABETH GEORGE
345305136X,Das Schweigen der LÃ?Â¤mmer.,Thomas Harris
0451409361,The Lamorna Wink: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes
0553581929,Special Circumstances,SHELDON SIEGEL
0764223305,The Covenant (Abram's Daughters),Beverly Lewis
0679455116,Chasing Cezanne,Peter Mayle
0821775863,The Future Scrolls,Fern Michaels
0515135828,Acid Row,Minette Walters
0449224392,Traitor's Gate,Anne Perry
0689711522,Silver on the Tree,Susan Cooper
0752853694,Unadulterated Cat,Terry Pratchett
0553580256,Pawing Through the Past (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN
0099422042,,
0440221420,No Witnesses: A Novel,Ridley Pearson
014018869X,Cold Comfort Farm,Stella Gibbons
0553288342,Sleepwalk,John Saul
0486268780,Selected Poems (Dover Thrift Editions),Walt Whitman
067168972X,The Duchess,Jude Deveraux
0671776096,"Whitney, My Love",Judith McNaught
0345423399,A Kiss of Shadows (Meredith Gentry Novels (Hardcover)),LAURELL K. HAMILTON
0875420036,True Magick: A Beginner's Guide (Llewellyn's New Age Series),K. Amber
0312264372,"Robert Ludlum's the Hades Factor (Ludlum, Robert, Covert-One Novels.)",Robert Ludlum
0590846280,The Adventures of Captain Underpants: An Epic Novel (Captain Underpants),Dav Pilkey
0425195449,Naked Prey (Prey),John Sandford
0812511751,The Elvenbane (Halfblood Chronicles),Andre Norton
0399146725,The Jury,Steve Martini
0380896931,Tender Is the Storm,Johanna Lindsey
0064402053,"Sarah, Plain and Tall (Sarah, Plain and Tall)",Patricia MacLachlan
0679741666,A Lesson Before Dying (Vintage Contemporaries),Ernest J. Gaines
1853260134,Tales of Mystery and Imagination (Classics Library (NTC)),Edgar Allan Poe
0786889667,The First Victim,Ridley Pearson
0684848066,In the Meantime : Finding Yourself and the Love You Want,Iyanla Vanzant
0967673747,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson
0811202208,The Glass Menagerie (New Classics Series),Tennessee Williams
077109986X,,
0440215285,Killing Orders,Sara Paretsky
0140620753,Northanger Abbey (Penguin Popular Classics),Jane Austen
0451523733,Adventures of Huckleberry Finn,Mark Twain
0765342294,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card
0671673645,"Loves Music, Loves to Dance",Mary Higgins Clark
0380698439,Behind the Attic Wall (Avon Camelot Books (Paperback)),Sylvia Cassedy
0671737635,Something Wonderful,Judith McNaught
0451198387,Suspicion of Betrayal,Barbara Parker
0061092533,Stitches in Time,Barbara Michaels
0142002798,"Mary, Called Magdalene",Margaret George
0375501851,White Teeth,Zadie Smith
0425168468,Practical Magic,Alice Hoffman
0399138714,Decider,Dick Francis
0440220688,Motion to Suppress,PERRI O'SHAUGHNESSY
0312927746,Flowers in the Rain &amp; Other Stories,Rosamunde Pilcher
0812532597,The Memory of Earth (Homecoming (Paperback)),Orson Scott Card
0440484332,Superfudge (Yearling Books (Paperback)),Judy Blume
0140309578,Pippi Longstocking (Seafarer Book),Astrid Ericsson Lindgren
0671673653,All Around the Town,Mary Higgins Clark
0141301104,The Witches (Puffin Novels),Roald Dahl
0399148728,Fire Ice: A Novel from the NUMA Files,Clive Cussler
0553582909,Icebound,Dean R. Koontz
0385333846,Slaughterhouse-Five,KURT VONNEGUT
0449223795,The Homing,John Saul
0671025368,The Coldest Winter Ever,Sister Souljah
0345424603,The Masterharper of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey
0140049975,East of Eden,John Steinbeck
0399149295,Blood Orchid (Holly Barker Novels (Hardcover)),Stuart Woods
0676970087,,
0786890444,The Sunday Wife,Cassandra King
0373710992,The Farmer's Wife,Lori Handeland
0486277860,The Awakening (Dover Thrift Editions),Kate Chopin
0373242328,"The Perfect Neighbor (The Macgregors) (The Macgregors : Special Edition Series, No 1232)",Nora Roberts
0553801821,The Man Who Ate the 747,Ben Sherwood
0684871483,Kokology : More of the Game of Self-Discovery,Tadahiko Nagao
0446356832,The Sands of Time,Sidney Sheldon
0440117437,Now and Forever,Danielle Steel
0786867906,Strip City: A Stripper's Farewell Journey Across America,Lily Burana
0330330373,The Sculptress,Minette Walters
0743444051,CSI: Sin City,Max Allan Collins
1573225487,The Romance Reader,Pearl Abraham
0380794489,Lady Be Good (Avon Romance),Susan Elizabeth Phillips
0553569635,Blood Test (Alex Delaware Novels (Paperback)),Jonathan Kellerman
0451165594,The I-5 Killer (Signet True Crime S.),Ann Rule
0385315090,Mirror Image,Danielle Steel
0394281780,,
0553578960,The Accidental Bride,Jane Feather
0671517643,LITTLE WOMEN,Louisa May Alcott
0064400085,These Happy Golden Years (Little House),Laura Ingalls Wilder
0684867974,Take the Cannoli : Stories From the New World,Sarah Vowell
8408039369,Los Renglones Torcidos De Dios,T. Luca De Tena
0553287303,Second Child,John Saul
0449221393,Driving Force,Dick Francis
0449000265,8 Weeks to Optimum Health,Andrew Weil M.D.
0452281431,Beauty's Punishment (Sleeping Beauty),A.N. Roquelaure
0380809362,The House of Gentle Men : A Novel,Kathy Hepinstall
0142001325,Our Lady of the Lost and Found: A Novel,Diane Schoemperlen
0440226198,The Gift of Fear,GAVIN DE BECKER
0446356875,Another Dawn,Sandra Brown
0060391502,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,Barry Sears
0425174018,Hush Money (Spenser Mysteries),Robert B. Parker
0140051317,Tales of the Unexpected,Roald Dahl
0671690094,ANNE FRANK: DIARY OF A YOUNG GIRL,Anne Frank
0440501601,"Do What You Love, The Money Will Follow : Discovering Your Right Livelihood",MARSHA SINETAR
0399150870,Stone Cold: A Jesse Stone Novel,Robert B. Parker
0060560754,The Dim Sum of All Things,Kim Wong Keltner
0515116173,Decider,Dick Francis
0451525264,Les Miserables a New Unabridged Translation (Signet Classics),Victor Hugo
037348397X,The Donovan Legacy,Nora Roberts
0451184386,,
0385285965,Legends of the Fall,Jim Harrison
0449232921,The Grass Is Always Greener Over the Septic Tank,Erma Bombeck
0440235154,Where You Belong,Barbara Taylor Bradford
006109918X,Talking God (Jim Chee Novels),Tony Hillerman
038072975X,Midnight Champagne : A Novel (Mysteries &amp; Horror),A. Manette Ansay
0380603926,When Bad Things Happen to Good People,Harold S. Kushner
0446602213,"Morning, Noon &amp; Night",Sidney Sheldon
0345338715,"Enchanters' End Game (The Belgariad, Book 5)",David Eddings
0553379267,A Canticle for Leibowitz (Bantam Spectra Book),Walter M. Miller Jr.
0515131741,Lost and Found,Jayne Ann Krentz
185326041X,The Great Gatsby,F. Scott Fitzgerald
0671786601,To Trust a Stranger,Karen Robards
0553272616,The Unloved,John Saul
0061042935,Everywhere That Mary Went,Lisa Scottoline
0440220793,The 13th Juror,John T. Lescroart
0380796104,Lucy Sullivan Is Getting Married,Marian Keyes
0786866462,A Density of Souls,Christopher Rice
0061056774,The X-Files: Ground Zero,Kevin J. Anderson
0671003348,Come the Spring (Clayborne Brothers),Julie Garwood
0380762609,All I Need Is You,Johanna Lindsey
2290045764,Extension Du Domain De La Lutte,Michel Houellebecq
0345403959,Belgarath the Sorcerer,David Eddings
0061012513,Storming Heaven,Kyle Mills
344244554X,Das Echo.,Minette Walters
0399147772,Orchid Blues (Holly Barker Novels (Hardcover)),Stuart Woods
067944999X,The Kiss,Kathryn Harrison
0440407079,Blubber (Yearling Books (Paperback)),JUDY BLUME
0312965338,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev
0440221501,Lightning,DANIELLE STEEL
0140157379,Haroun and the Sea of Stories,Salman Rushdie
0316779059,The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two,Martha Sears
0061040347,A Woman Betrayed,Barbara Delinsky
0395926882,The Best American Short Stories 2001,Katrina Kenison
0553802526,The Killing Hour,LISA GARDNER
0440220696,Invasion of Privacy,PERRI O'SHAUGHNESSY
0679432469,Straight Man,Richard Russo
3257200552,,
0786867248,The Art of Deception,Ridley Pearson
087542127X,The Truth About Witchcraft Today (Llewellyn's New Age),Scott Cunningham
0441068804,The Blue Sword,Robin McKinley
0671739735,Velvet Angel,Jude Deveraux
0451163494,The Key to Rebecca,Ken Follett
0394551907,You're Only Old Once! : A Book for Obsolete Children,DR SEUSS
067100767X,Rain,V.C. Andrews
0812505182,"The Magic of Recluce (Recluce series, Book 1)",L. E. Modesitt Jr.
051513452X,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton
055327824X,Of Mice and Men,JOHN STEINBECK
1857989546,,
042518045X,Unraveled Sleeve (Needlecraft Mysteries),Monica Ferris
0671749609,PERFUME : PERFUME,Patrick Suskind
0553575023,Charming the Prince,TERESA MEDEIROS
0345311396,Private Screening,Richard North Patterson
0064471969,Shade's Children,Garth Nix
0451194004,Rosemary's Baby,Ira Levin
0590452037,Maniac Magee,Jerry Spinelli
014027944X,Armadillo,William Boyd
0425171884,Shadow Watch (Tom Clancy's Power Plays (Paperback)),Tom Clancy
0767908481,The No-Spin Zone: Confrontations with the Powerful and Famous in America,Bill O'Reilly
0140184953,The End of the Affair (Twentieth Century Classics),Graham Greene
0553803077,Sickened : The Memoir of a Munchausen by Proxy Childhood,Julie Gregory
034541215X,Bimbos of the Death Sun,SHARYN MCCRUMB
0446611379,The Red Room,Nicci French
0060185147,Courting Trouble,Lisa Scottoline
0671742558,Almost Heaven,Judith McNaught
1558747613,"Chicken Soup for the Teenage Soul III : More Stories of Life, Love and Learning (Chicken Soup for the Soul)",Jack Canfield
0425190919,"Sea of Fire (Op-Center Series, Volume 10)",Jeff Rovin
0399145621,Second Wind,Dick Francis
0312983832,Nobody Knows,Mary Jane Clark
0964631601,Pierced By A Sword,Bud MacFarlane Jr.
0440486599,"Then Again, Maybe I Won't",JUDY BLUME
0451182979,"Parsley, Sage, Rosemary, and Crime: A Pennsylvania Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback))",Tamar Myers
3453146972,Per Anhalter durch die Galaxis.,Douglas Adams
0385605145,Bill Bryson African Diary,Bill Bryson
0671694049,LONG DARK TEA TIME OF THE SOUL,Douglas Adams
0451179188,Throat,Peter Straub
0671496786,HEARTBURN,Nora Ephron
0345434250,Nimisha's Ship,Anne McCaffrey
0688174035,More Than You Know: A Novel,Beth Gutcheon
0743410653,Booked to Die (Cliff Janeway Novels (Paperback)),John Dunning
0449207544,Proof,Dick Francis
3522128001,Die unendliche Geschichte: Von A bis Z,Michael Ende
1577780728,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood For Jesus, the Ultimate Jesus Freaks",DC Talk
3442429552,Die Puppenspieler,Tanja Kinkel
0399140093,Mind Prey,John Sandford
0060952970,Ophelia Speaks : Adolescent Girls Write About Their Search for Self,Sara Shandler
0060263857,Charlotte's Web,E. B. White
0671739441,MINE : MINE,Robert McCammon
0899193625,"The Beans of Egypt, Maine",Carolyn Chute
0375706429,Otherwise Engaged,Suzanne Finnamore
3426612704,High Fidelity. (Dt. Ausgabe),Nick Hornby
0758203330,Thoughts While Having Sex,Stephanie Lehmann
0898156122,Why Cats Paint: A Theory of Feline Aesthetics,Heather Busch
044023672X,Answered Prayers,DANIELLE STEEL
1551666022,"Dakota Home (Dakota Trilogy, Book 2)",Debbie Macomber
0440194784,Welcome to the Monkey House,Kurt Vonnegut
1551669307,A Gift To Last,Debbie Macomber
0380774933,Keeper of the Heart,Johanna Lindsey
0440216842,The Carousel,Belva Plain
0440228654,Chinese Cinderella: The True Story of an Unwanted Daughter (Laurel-Leaf Books),Adeline Yen Mah
0099426870,,
0671729497,Web of Dreams (Casteel),V.C. Andrews
0671673661,I'LL BE SEEING YOU,Mary Higgins Clark
0671010085,One Pink Rose (Clayborne Brides),Julie Garwood
0553258478,Exodus,Leon Uris
0380708213,The Forever War,Joe Haldeman
0375760903,The Coffee Trader : A Novel (Ballantine Reader's Circle),DAVID LISS
0676971946,,
0440216818,Daybreak,Belva Plain
0553293257,Rendezvous,Amanda Quick
0425132935,Pastime,Robert B. Parker
0553205587,Lord God Made Them All,James Herriot
0451171357,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone
0671759329,Darkest Hour (Cutler),V.C. Andrews
0517707918,The 9 Steps to Financial Freedom,Suze Orman
2253140872,L'Ecume Des Jours,Boris Vian
0395866502,The Book of Ruth (Oprah's Book Club (Hardcover)),Jane Hamilton
0446516317,The Witness,Sandra Brown
0684834723,The LETTER,Richard Paul Evans
0613329740,Quidditch Through the Ages,J. K. Rowling
0060196092,Moment of Truth,Lisa Scottoline
0140244816,What's A Girl Gotta Do,Sparkle Hayter
340411566X,Der Club der toten Dichter. Roman.,Nancy H. Kleinbaum
9726106141,,
0670853097,The Stone Diaries,Carol Shields
0140386351,A Girl Named Disaster,Nancy Farmer
0452280397,Paradise,Toni Morrison
0060929596,As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto
0670894370,A Common Life : The Wedding Story (The Mitford Years),Jan Karon
0141301058,The BFG,Roald Dahl
0060921056,Letters from the Earth,Mark Twain
0060171928,Mutant Message Down Under,Marlo Morgan
0671684027,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah
0312988249,Compulsion (Frank Clevenger),Keith Ablow
0812513754,"Lord of Chaos (The Wheel of Time, Book 6)",Robert Jordan
0553298178,Garden of Rama,Arthur C. Clarke
0064402967,Mandy (Julie Andrews Collection),Julie Andrews Edwards
0451188470,The Love Letter,Cathleen Schine
0399140751,The Cat Who Said Cheese,Lilian Jackson Braun
0886774713,Blood Price (Daw Book Collectors),Tanya Huff
0380814390,Lola Carlyle Reveals All (Avon Light Contemporary Romances),Rachel Gibson
0786869011,My Forbidden Face: Growing Up Under the Taliban: A Young Woman's Story,Latifa
